postcode,locality,state,long,lat
2484,BRAYS CREEK,NSW,153.31648,-28.38059
2484,BYANGUM,NSW,153.31648,-28.38059
2484,BYRRILL CREEK,NSW,153.31648,-28.38059
2484,CEDAR CREEK,NSW,153.31648,-28.38059
2484,CHILLINGHAM,NSW,153.31648,-28.38059
2484,CHOWAN CREEK,NSW,153.31648,-28.38059
2484,CLOTHIERS CREEK,NSW,153.31648,-28.38059
2484,COMMISSIONERS CREEK,NSW,153.31648,-28.38059
2484,CONDONG,NSW,153.31648,-28.38059
2484,CRYSTAL CREEK,NSW,153.31648,-28.38059
2484,CUDGERA CREEK,NSW,153.31648,-28.38059
2484,DOON DOON,NSW,153.31648,-28.38059
2484,DULGUIGAN,NSW,153.31648,-28.38059
2484,DUM DUM,NSW,153.31648,-28.38059
2484,DUNBIBLE,NSW,153.31648,-28.38059
2484,DUNGAY,NSW,153.31648,-28.38059
2484,EUNGELLA,NSW,153.31648,-28.38059
2484,EVIRON,NSW,153.31648,-28.38059
2484,FARRANTS HILL,NSW,153.31648,-28.38059
2484,FERNVALE,NSW,153.31648,-28.38059
2484,HOPKINS CREEK,NSW,153.31648,-28.38059
2484,KIELVALE,NSW,153.31648,-28.38059
2484,KUNGHUR,NSW,153.31648,-28.38059
2484,KUNGHUR CREEK,NSW,153.31648,-28.38059
2484,KYNNUMBOON,NSW,153.31648,-28.38059
2484,LIMPINWOOD,NSW,153.31648,-28.38059
2484,MEBBIN,NSW,153.31648,-28.38059
2484,MIDGINBIL,NSW,153.31648,-28.38059
2484,MOUNT BURRELL,NSW,153.31648,-28.38059
2484,MOUNT WARNING,NSW,153.31648,-28.38059
2484,MURWILLUMBAH,NSW,153.31648,-28.38059
2484,MURWILLUMBAH DC,NSW,0,0
2484,MURWILLUMBAH SOUTH,NSW,153.31648,-28.38059
2484,NOBBYS CREEK,NSW,153.31648,-28.38059
2484,NORTH ARM,NSW,153.31648,-28.38059
2484,NUMINBAH,NSW,153.31648,-28.38059
2484,NUNDERI,NSW,153.31648,-28.38059
2484,PALMVALE,NSW,153.31648,-28.38059
2484,PUMPENBIL,NSW,153.31648,-28.38059
2484,RESERVE CREEK,NSW,153.31648,-28.38059
2484,ROUND MOUNTAIN,NSW,153.31648,-28.38059
2484,ROWLANDS CREEK,NSW,153.31648,-28.38059
2484,SMITHS CREEK,NSW,153.31648,-28.38059
2484,SOUTH MURWILLUMBAH,NSW,153.4165936,-28.33713735
2484,STOKERS SIDING,NSW,153.31648,-28.38059
2484,TERRAGON,NSW,153.31648,-28.38059
2484,TOMEWIN,NSW,153.31648,-28.38059
2484,TYALGUM,NSW,153.31648,-28.38059
2484,TYALGUM CREEK,NSW,153.31648,-28.38059
2484,TYGALGAH,NSW,153.31648,-28.38059
2484,UKI,NSW,153.31648,-28.38059
2484,UPPER CRYSTAL CREEK,NSW,153.31648,-28.38059
2484,URLIUP,NSW,153.31648,-28.38059
2484,WARDROP VALLEY,NSW,153.31648,-28.38059
2484,ZARA,NSW,153.31648,-28.38059
2485,TWEED HEADS,NSW,153.526816,-28.184241
2485,TWEED HEADS WEST,NSW,153.526816,-28.184241
2486,BANORA POINT,NSW,153.479217,-28.215215
2486,BILAMBIL,NSW,153.479217,-28.215215
2486,BILAMBIL HEIGHTS,NSW,153.479217,-28.215215
2486,BUNGALORA,NSW,153.479217,-28.215215
2486,CAROOL,NSW,153.479217,-28.215215
2486,COBAKI,NSW,153.479217,-28.215215
2486,COBAKI LAKES,NSW,153.479217,-28.215215
2486,DUROBY,NSW,153.479217,-28.215215
2486,GLENGARRIE,NSW,153.479217,-28.215215
2486,PIGGABEEN,NSW,153.479217,-28.215215
2486,TERRANORA,NSW,153.479217,-28.215215
2486,TWEED HEADS SOUTH,NSW,153.479217,-28.215215
2486,TWEED HEADS SOUTH DC,NSW,0,0
2486,UPPER DUROBY,NSW,153.479217,-28.215215
2487,CASUARINA,NSW,153.548588,-28.27973
2487,CHINDERAH,NSW,153.548588,-28.27973
2487,CUDGEN,NSW,153.548588,-28.27973
2487,DURANBAH,NSW,153.548588,-28.27973
2487,FINGAL HEAD,NSW,153.548588,-28.27973
2487,KINGS FOREST,NSW,153.5490066,-28.2993722
2487,KINGSCLIFF,NSW,153.548588,-28.27973
2487,STOTTS CREEK,NSW,153.548588,-28.27973
2488,BOGANGAR,NSW,153.560693,-28.34099
2488,CABARITA BEACH,NSW,153.560693,-28.34099
2488,TANGLEWOOD,NSW,153.560693,-28.34099
2489,HASTINGS POINT,NSW,153.541853,-28.392183
2489,POTTSVILLE,NSW,153.541853,-28.392183
2489,POTTSVILLE BEACH,NSW,153.56855,-28.379066
2490,NORTH TUMBULGUM,NSW,153.472644,-28.271718
2490,TUMBULGUM,NSW,153.472644,-28.271718
2500,CONISTON,NSW,150.874294,-34.423171
2500,GWYNNEVILLE,NSW,150.874294,-34.423171
2500,KEIRAVILLE,NSW,150.874294,-34.423171
2500,MANGERTON,NSW,150.874294,-34.423171
2500,MOUNT KEIRA,NSW,150.874294,-34.423171
2500,MOUNT SAINT THOMAS,NSW,150.874294,-34.423171
2500,NORTH WOLLONGONG,NSW,150.895558,-34.40681672
2500,SPRING HILL,NSW,150.8696525,-34.45271156
2500,WEST WOLLONGONG,NSW,150.8673013,-34.4239844
2500,WOLLONGONG,NSW,150.874294,-34.423171
2500,WOLLONGONG DC,NSW,150.874294,-34.423171
2500,WOLLONGONG NORTH,NSW,150.874294,-34.423171
2500,WOLLONGONG WEST,NSW,150.874294,-34.423171
2502,CRINGILA,NSW,150.873081,-34.494723
2502,LAKE HEIGHTS,NSW,150.873081,-34.494723
2502,PRIMBEE,NSW,150.873081,-34.494723
2502,WARRAWONG,NSW,150.873081,-34.494723
2505,KEMBLAWARRA,NSW,150.943899,-34.466406
2505,PORT KEMBLA,NSW,150.943899,-34.466406
2506,BERKELEY,NSW,150.840792,-34.48494
2508,COALCLIFF,NSW,150.969679,-34.230944
2508,DARKES FOREST,NSW,150.969679,-34.230944
2508,HELENSBURGH,NSW,150.969679,-34.230944
2508,LILYVALE,NSW,150.969679,-34.230944
2508,MADDENS PLAINS,NSW,150.969679,-34.230944
2508,OTFORD,NSW,150.969679,-34.230944
2508,STANWELL PARK,NSW,150.969679,-34.230944
2508,STANWELL TOPS,NSW,150.969679,-34.230944
2508,WORONORA DAM,NSW,150.9354342,-34.16316178
2515,AUSTINMER,NSW,150.9299,-34.300293
2515,CLIFTON,NSW,150.9299,-34.300293
2515,COLEDALE,NSW,150.9299,-34.300293
2515,SCARBOROUGH,NSW,150.9299,-34.300293
2515,THIRROUL,NSW,150.9299,-34.300293
2515,WOMBARRA,NSW,150.9299,-34.300293
2516,BULLI,NSW,150.904835,-34.332109
2516,BULLI TOPS,NSW,150.904835,-34.332109
2517,RUSSELL VALE,NSW,150.891169,-34.349362
2517,WOONONA,NSW,150.891169,-34.349362
2517,WOONONA EAST,NSW,150.891169,-34.349362
2518,BELLAMBI,NSW,150.886721,-34.373654
2518,CORRIMAL,NSW,150.886721,-34.373654
2518,CORRIMAL EAST,NSW,150.886721,-34.373654
2518,EAST CORRIMAL,NSW,150.9124949,-34.37717202
2518,TARRAWANNA,NSW,150.886721,-34.373654
2518,TOWRADGI,NSW,150.886721,-34.373654
2519,BALGOWNIE,NSW,150.709623,-34.35558
2519,FAIRY MEADOW,NSW,150.709623,-34.35558
2519,FERNHILL,NSW,150.709623,-34.35558
2519,MOUNT OUSLEY,NSW,150.709623,-34.35558
2519,MOUNT PLEASANT,NSW,150.709623,-34.35558
2519,REIDTOWN,NSW,150.709623,-34.35558
2520,WOLLONGONG,NSW,151.139594,-33.937789
2522,UNIVERSITY OF WOLLONGONG,NSW,150.877805,-34.405103
2525,FIGTREE,NSW,150.818904,-34.437229
2526,CORDEAUX,NSW,150.77681,-34.380765
2526,CORDEAUX HEIGHTS,NSW,150.77681,-34.380765
2526,FARMBOROUGH HEIGHTS,NSW,150.77681,-34.380765
2526,KEMBLA GRANGE,NSW,150.77681,-34.380765
2526,KEMBLA HEIGHTS,NSW,150.77681,-34.380765
2526,MOUNT KEMBLA,NSW,150.77681,-34.380765
2526,UNANDERRA,NSW,150.77681,-34.380765
2526,UNANDERRA DC,NSW,150.77681,-34.380765
2527,ALBION PARK,NSW,150.754592,-34.583539
2527,ALBION PARK RAIL,NSW,150.754592,-34.583539
2527,CALDERWOOD,NSW,150.754592,-34.583539
2527,CROOM,NSW,150.754592,-34.583539
2527,NORTH MACQUARIE,NSW,150.741423,-34.572232
2527,TONGARRA,NSW,150.754592,-34.583539
2527,TULLIMBAR,NSW,150.754592,-34.583539
2527,YELLOW ROCK,NSW,150.754592,-34.583539
2528,BARRACK HEIGHTS,NSW,150.855135,-34.548722
2528,BARRACK POINT,NSW,150.855135,-34.548722
2528,LAKE ILLAWARRA,NSW,150.855135,-34.548722
2528,MOUNT WARRIGAL,NSW,150.855135,-34.548722
2528,WARILLA,NSW,150.855135,-34.548722
2528,WINDANG,NSW,150.855135,-34.548722
2529,BALARANG,NSW,150.84584,-34.592433
2529,BLACKBUTT,NSW,150.84584,-34.592433
2529,DUNMORE,NSW,150.84584,-34.592433
2529,FLINDERS,NSW,150.84584,-34.592433
2529,OAK FLATS,NSW,150.84584,-34.592433
2529,OAK FLATS DC,NSW,150.84584,-34.592433
2529,SHELL COVE,NSW,150.84584,-34.592433
2529,SHELLHARBOUR,NSW,150.84584,-34.592433
2529,SHELLHARBOUR CITY CENTRE,NSW,150.84584,-34.592433
2529,SHELLHARBOUR SQUARE,NSW,150.84584,-34.592433
2530,AVONDALE,NSW,150.766132,-34.505411
2530,BROWNSVILLE,NSW,150.766132,-34.505411
2530,CLEVELAND,NSW,150.7714948,-34.50180824
2530,DAPTO,NSW,150.766132,-34.505411
2530,DOMBARTON,NSW,150.7644956,-34.45456725
2530,HAYWARDS BAY,NSW,150.7941158,-34.54457727
2530,HORSLEY,NSW,150.766132,-34.505411
2530,HUNTLEY,NSW,150.7363558,-34.4977766
2530,KANAHOOKA,NSW,150.766132,-34.505411
2530,KOONAWARRA,NSW,150.766132,-34.505411
2530,MARSHALL MOUNT,NSW,150.766132,-34.505411
2530,WONGAWILLI,NSW,150.766132,-34.505411
2530,YALLAH,NSW,150.766132,-34.505411
2533,BOMBO,NSW,150.756883,-34.645377
2533,CURRAMORE,NSW,150.756883,-34.645377
2533,JAMBEROO,NSW,150.756883,-34.645377
2533,JERRARA,NSW,150.756883,-34.645377
2533,KIAMA,NSW,150.756883,-34.645377
2533,KIAMA DOWNS,NSW,150.756883,-34.645377
2533,KIAMA HEIGHTS,NSW,150.756883,-34.645377
2533,MINNAMURRA,NSW,150.756883,-34.645377
2533,SADDLEBACK MOUNTAIN,NSW,150.756883,-34.645377
2534,BROUGHTON VILLAGE,NSW,150.7510656,-34.74500177
2534,FOXGROUND,NSW,150.800637,-34.739425
2534,GERRINGONG,NSW,150.800637,-34.739425
2534,GERROA,NSW,150.800637,-34.739425
2534,ROSE VALLEY,NSW,150.800637,-34.739425
2534,TOOLIJOOA,NSW,150.800637,-34.739425
2534,WERRI BEACH,NSW,150.800637,-34.739425
2534,WILLOW VALE,NSW,150.800637,-34.739425
2535,BACK FOREST,NSW,150.678303,-34.762116
2535,BELLAWONGARAH,NSW,150.678303,-34.762116
2535,BERRY,NSW,150.678303,-34.762116
2535,BERRY MOUNTAIN,NSW,150.6495945,-34.76569147
2535,BROGERS CREEK,NSW,150.678303,-34.762116
2535,BROUGHTON,NSW,150.678303,-34.762116
2535,BROUGHTON VALE,NSW,150.678303,-34.762116
2535,BUDDEROO,NSW,150.678303,-34.762116
2535,BUNDEWALLAH,NSW,150.678303,-34.762116
2535,COOLANGATTA,NSW,150.678303,-34.762116
2535,FAR MEADOW,NSW,150.678303,-34.762116
2535,JASPERS BRUSH,NSW,150.678303,-34.762116
2535,SHOALHAVEN HEADS,NSW,150.678303,-34.762116
2535,WATTAMOLLA,NSW,150.678303,-34.762116
2535,WOODHILL,NSW,150.678303,-34.762116
2536,BATEHAVEN,NSW,150.125945,-35.671272
2536,BATEMANS BAY,NSW,150.125945,-35.671272
2536,BENANDARAH,NSW,150.125945,-35.671272
2536,BIMBIMBIE,NSW,150.125945,-35.671272
2536,BUCKENBOWRA,NSW,150.125945,-35.671272
2536,CATALINA,NSW,150.125945,-35.671272
2536,CURROWAN,NSW,150.125945,-35.671272
2536,DENHAMS BEACH,NSW,150.125945,-35.671272
2536,DEPOT BEACH,NSW,150.3214736,-35.62629294
2536,DURRAS NORTH,NSW,150.125945,-35.671272
2536,EAST LYNNE,NSW,150.125945,-35.671272
2536,GUERILLA BAY,NSW,150.125945,-35.671272
2536,JEREMADRA,NSW,150.125945,-35.671272
2536,LILLI PILLI,NSW,150.125945,-35.671272
2536,LONG BEACH,NSW,150.125945,-35.671272
2536,MALONEYS BEACH,NSW,150.125945,-35.671272
2536,MALUA BAY,NSW,150.125945,-35.671272
2536,MERRICUMBENE,NSW,150.125945,-35.671272
2536,MOGO,NSW,150.125945,-35.671272
2536,MURRENGENBURG,NSW,150.125945,-35.671272
2536,NELLIGEN,NSW,150.125945,-35.671272
2536,NORTH BATEMANS BAY,NSW,150.125945,-35.671272
2536,PEBBLY BEACH,NSW,150.3328672,-35.59942886
2536,ROSEDALE,NSW,150.125945,-35.671272
2536,RUNNYFORD,NSW,150.125945,-35.671272
2536,SOUTH DURRAS,NSW,150.125945,-35.671272
2536,SUNSHINE BAY,NSW,150.125945,-35.671272
2536,SURF BEACH,NSW,150.125945,-35.671272
2536,SURFSIDE,NSW,150.125945,-35.671272
2536,WOODLANDS,NSW,150.125945,-35.671272
2537,BERGALIA,NSW,149.912199,-35.939649
2537,BINGIE,NSW,149.912199,-35.939649
2537,BROULEE,NSW,149.912199,-35.939649
2537,COILA,NSW,149.912199,-35.939649
2537,CONGO,NSW,149.912199,-35.939649
2537,DEUA,NSW,149.912199,-35.939649
2537,DEUA RIVER VALLEY,NSW,149.912199,-35.939649
2537,KIORA,NSW,149.912199,-35.939649
2537,MERINGO,NSW,149.912199,-35.939649
2537,MOGENDOURA,NSW,149.912199,-35.939649
2537,MORUYA,NSW,149.912199,-35.939649
2537,MORUYA HEADS,NSW,149.912199,-35.939649
2537,MOSSY POINT,NSW,149.912199,-35.939649
2537,TOMAKIN,NSW,149.912199,-35.939649
2537,TURLINJAH,NSW,149.912199,-35.939649
2537,TUROSS HEAD,NSW,149.912199,-35.939649
2537,WAMBAN,NSW,149.912199,-35.939649
2538,BROOMAN,NSW,150.320507,-35.366161
2538,LITTLE FOREST,NSW,150.320507,-35.366161
2538,MILTON,NSW,150.320507,-35.366161
2538,MOGOOD,NSW,150.187849,-35.49851796
2538,MORTON,NSW,150.320507,-35.366161
2538,PORTERS CREEK,NSW,150.3399931,-35.26046775
2538,WOODBURN,NSW,150.320507,-35.366161
2538,WOODSTOCK,NSW,150.320507,-35.366161
2539,BAWLEY POINT,NSW,150.393202,-35.522387
2539,BENDALONG,NSW,150.393202,-35.522387
2539,BERRINGER LAKE,NSW,150.393202,-35.522387
2539,BURRILL LAKE,NSW,150.393202,-35.522387
2539,COCKWHY,NSW,150.3194887,-35.55355141
2539,CONJOLA,NSW,150.393202,-35.522387
2539,CONJOLA PARK,NSW,150.393202,-35.522387
2539,CROOBYAR,NSW,150.3945638,-35.31915229
2539,CUNJURONG POINT,NSW,150.393202,-35.522387
2539,DOLPHIN POINT,NSW,150.393202,-35.522387
2539,FISHERMANS PARADISE,NSW,150.393202,-35.522387
2539,KINGS POINT,NSW,150.393202,-35.522387
2539,KIOLOA,NSW,150.393202,-35.522387
2539,LAKE CONJOLA,NSW,150.393202,-35.522387
2539,LAKE TABOURIE,NSW,150.393202,-35.522387
2539,MANYANA,NSW,150.393202,-35.522387
2539,MOLLYMOOK,NSW,150.393202,-35.522387
2539,MOLLYMOOK BEACH,NSW,150.4700243,-35.32707647
2539,MOUNT KINGIMAN,NSW,150.341985,-35.33902831
2539,NARRAWALLEE,NSW,150.393202,-35.522387
2539,POINTER MOUNTAIN,NSW,150.3632777,-35.22989059
2539,PRETTY BEACH,NSW,150.3427842,-35.58379312
2539,TERMEIL,NSW,150.393202,-35.522387
2539,ULLADULLA,NSW,150.393202,-35.522387
2539,YADBORO,NSW,150.1765812,-35.36846014
2539,YATTE YATTAH,NSW,150.393202,-35.522387
2540,BAMARANG,NSW,150.61644,-34.863483
2540,BARRINGELLA,NSW,150.61644,-34.863483
2540,BASIN VIEW,NSW,150.61644,-34.863483
2540,BEECROFT PENINSULA,NSW,150.8084888,-35.05181937
2540,BERRARA,NSW,150.61644,-34.863483
2540,BEWONG,NSW,150.61644,-34.863483
2540,BOLONG,NSW,150.61644,-34.863483
2540,BOOLIJAH,NSW,150.3289641,-35.0575182
2540,BREAM BEACH,NSW,150.6615698,-35.10918801
2540,BROWNS MOUNTAIN,NSW,150.5311249,-34.79341354
2540,BRUNDEE,NSW,150.61644,-34.863483
2540,BUANGLA,NSW,150.3963621,-34.86717057
2540,BURRIER,NSW,150.61644,-34.863483
2540,CALLALA BAY,NSW,150.61644,-34.863483
2540,CALLALA BEACH,NSW,150.61644,-34.863483
2540,CAMBEWARRA,NSW,150.61644,-34.863483
2540,CAMBEWARRA VILLAGE,NSW,150.558862,-34.82255635
2540,COMBERTON,NSW,150.6485049,-34.96839514
2540,COMERONG ISLAND,NSW,150.61644,-34.863483
2540,CUDMIRRAH,NSW,150.61644,-34.863483
2540,CULBURRA BEACH,NSW,150.61644,-34.863483
2540,CURRARONG,NSW,150.61644,-34.863483
2540,EROWAL BAY,NSW,150.61644,-34.863483
2540,ETTREMA,NSW,150.29506,-34.89013158
2540,FALLS CREEK,NSW,150.61644,-34.863483
2540,GREENWELL POINT,NSW,150.61644,-34.863483
2540,HMAS ALBATROSS,NSW,150.61644,-34.863483
2540,HUSKISSON,NSW,150.61644,-34.863483
2540,HYAMS BEACH,NSW,150.61644,-34.863483
2540,ILLAROO,NSW,150.4703105,-34.85899316
2540,JERRAWANGALA,NSW,150.61644,-34.863483
2540,KINGHORNE,NSW,150.7700464,-34.97970955
2540,LONGREACH,NSW,150.5279461,-34.87074481
2540,MAYFIELD,NSW,150.668483,-34.91990655
2540,MEROO MEADOW,NSW,150.61644,-34.863483
2540,MONDAYONG,NSW,150.5073061,-35.1792077
2540,MOOLLATTOO,NSW,150.3784308,-34.78701418
2540,MUNDAMIA,NSW,150.61644,-34.863483
2540,MYOLA,NSW,150.61644,-34.863483
2540,NOWRA HILL,NSW,150.61644,-34.863483
2540,NOWRA NAVAL PO,NSW,150.61644,-34.863483
2540,NUMBAA,NSW,150.61644,-34.863483
2540,OLD EROWAL BAY,NSW,150.61644,-34.863483
2540,ORIENT POINT,NSW,150.61644,-34.863483
2540,PARMA,NSW,150.61644,-34.863483
2540,PYREE,NSW,150.61644,-34.863483
2540,SANCTUARY POINT,NSW,150.61644,-34.863483
2540,ST GEORGES BASIN,NSW,150.61644,-34.863483
2540,SUSSEX INLET,NSW,150.61644,-34.863483
2540,SWANHAVEN,NSW,150.61644,-34.863483
2540,TALLOWAL,NSW,150.2276536,-34.84196601
2540,TAPITALLEE,NSW,150.61644,-34.863483
2540,TERARA,NSW,150.61644,-34.863483
2540,TOMERONG,NSW,150.61644,-34.863483
2540,TULLARWALLA,NSW,150.5053351,-35.11072266
2540,TWELVE MILE PEG,NSW,150.3974504,-35.15354262
2540,VINCENTIA,NSW,150.61644,-34.863483
2540,WANDANDIAN,NSW,150.61644,-34.863483
2540,WATERSLEIGH,NSW,150.5189336,-34.85533633
2540,WOLLUMBOOLA,NSW,150.7274786,-34.95901479
2540,WOOLLAMIA,NSW,150.61644,-34.863483
2540,WORRIGEE,NSW,150.61644,-34.863483
2540,WORROWING HEIGHTS,NSW,150.61644,-34.863483
2540,WRIGHTS BEACH,NSW,150.61644,-34.863483
2540,YALWAL,NSW,150.61644,-34.863483
2540,YERRIYONG,NSW,150.61644,-34.863483
2541,BANGALEE,NSW,150.450994,-34.990592
2541,BOMADERRY,NSW,150.450994,-34.990592
2541,NORTH NOWRA,NSW,150.5744743,-34.8580134
2541,NOWRA,NSW,150.450994,-34.990592
2541,NOWRA DC,NSW,150.450994,-34.990592
2541,NOWRA EAST,NSW,150.450994,-34.990592
2541,NOWRA NORTH,NSW,150.450994,-34.990592
2541,SOUTH NOWRA,NSW,150.5966345,-34.90561311
2541,WEST NOWRA,NSW,150.450994,-34.990592
2545,BELOWRA,NSW,149.792292,-36.127663
2545,BODALLA,NSW,149.792292,-36.127663
2545,CADGEE,NSW,149.792292,-36.127663
2545,EUROBODALLA,NSW,149.792292,-36.127663
2545,NERRIGUNDAH,NSW,149.792292,-36.127663
2545,POTATO POINT,NSW,149.792292,-36.127663
2545,STONY CREEK,NSW,149.792292,-36.127663
2546,AKOLELE,NSW,150.225372,-36.25486
2546,BARRAGGA BAY,NSW,150.225372,-36.25486
2546,BEAUTY POINT,NSW,150.225372,-36.25486
2546,BERMAGUI,NSW,150.225372,-36.25486
2546,BERMAGUI SOUTH,NSW,150.225372,-36.25486
2546,CENTRAL TILBA,NSW,150.225372,-36.25486
2546,CORUNNA,NSW,150.225372,-36.25486
2546,CUTTAGEE,NSW,150.225372,-36.25486
2546,DALMENY,NSW,150.225372,-36.25486
2546,DIGNAMS CREEK,NSW,150.225372,-36.25486
2546,GREENDALE,NSW,150.225372,-36.25486
2546,KIANGA,NSW,150.225372,-36.25486
2546,MURRAH,NSW,149.9838515,-36.51975867
2546,MYSTERY BAY,NSW,150.225372,-36.25486
2546,NAROOMA,NSW,150.225372,-36.25486
2546,NORTH NAROOMA,NSW,150.225372,-36.25486
2546,TILBA TILBA,NSW,150.225372,-36.25486
2546,TINPOT,NSW,150.225372,-36.25486
2546,WADBILLIGA,NSW,150.225372,-36.25486
2546,WALLAGA LAKE,NSW,150.225372,-36.25486
2546,WALLAGA LAKE HEIGHTS,NSW,150.225372,-36.25486
2548,BERRAMBOOL,NSW,149.894825,-36.860723
2548,BOURNDA,NSW,149.8894112,-36.82464662
2548,MERIMBULA,NSW,149.894825,-36.860723
2548,MIRADOR,NSW,149.9201752,-36.87902528
2548,TURA BEACH,NSW,149.894825,-36.860723
2548,YELLOW PINCH,NSW,149.894825,-36.860723
2549,BALD HILLS,NSW,149.851694,-36.953196
2549,BROADWATER,NSW,149.851694,-36.953196
2549,GREIGS FLAT,NSW,149.851694,-36.953196
2549,LOCHIEL,NSW,149.851694,-36.953196
2549,MILLINGANDI,NSW,149.851694,-36.953196
2549,NETHERCOTE,NSW,149.851694,-36.953196
2549,PAMBULA,NSW,149.851694,-36.953196
2549,PAMBULA BEACH,NSW,149.851694,-36.953196
2549,SOUTH PAMBULA,NSW,149.851694,-36.953196
2550,ANGLEDALE,NSW,149.699222,-36.737758
2550,BEGA,NSW,149.699222,-36.737758
2550,BEMBOKA,NSW,149.699222,-36.737758
2550,BLACK RANGE,NSW,149.699222,-36.737758
2550,BOURNDA,NSW,149.699222,-36.737758
2550,BROGO,NSW,149.699222,-36.737758
2550,BUCKAJO,NSW,149.699222,-36.737758
2550,BUNGA,NSW,149.699222,-36.737758
2550,BURRAGATE,NSW,149.699222,-36.737758
2550,CANDELO,NSW,149.699222,-36.737758
2550,CHINNOCK,NSW,149.699222,-36.737758
2550,COBARGO,NSW,149.699222,-36.737758
2550,COOLAGOLITE,NSW,149.699222,-36.737758
2550,COOLANGUBRA,NSW,149.699222,-36.737758
2550,COOPERS GULLY,NSW,149.699222,-36.737758
2550,DEVILS HOLE,NSW,149.699222,-36.737758
2550,DOCTOR GEORGE MOUNTAIN,NSW,149.699222,-36.737758
2550,FROGS HOLLOW,NSW,149.699222,-36.737758
2550,GREENDALE,NSW,149.8614937,-36.58454146
2550,JELLAT JELLAT,NSW,149.699222,-36.737758
2550,KALARU,NSW,149.699222,-36.737758
2550,KAMERUKA,NSW,149.699222,-36.737758
2550,KANOONA,NSW,149.699222,-36.737758
2550,KINGSWOOD,NSW,149.699222,-36.737758
2550,MOGAREEKA,NSW,149.699222,-36.737758
2550,MOGILLA,NSW,149.699222,-36.737758
2550,MORANS CROSSING,NSW,149.699222,-36.737758
2550,MUMBULLA MOUNTAIN,NSW,149.699222,-36.737758
2550,MURRAH,NSW,149.699222,-36.737758
2550,MYRTLE MOUNTAIN,NSW,149.699222,-36.737758
2550,NELSON,NSW,149.699222,-36.737758
2550,NEW BUILDINGS,NSW,149.699222,-36.737758
2550,NUMBUGGA,NSW,149.699222,-36.737758
2550,PERICOE,NSW,149.699222,-36.737758
2550,QUAAMA,NSW,149.699222,-36.737758
2550,REEDY SWAMP,NSW,149.699222,-36.737758
2550,ROCKY HALL,NSW,149.699222,-36.737758
2550,SOUTH WOLUMLA,NSW,149.699222,-36.737758
2550,STONY CREEK,NSW,149.8019808,-36.62033441
2550,TANJA,NSW,149.699222,-36.737758
2550,TANTAWANGALO,NSW,149.699222,-36.737758
2550,TARRAGANDA,NSW,149.699222,-36.737758
2550,TATHRA,NSW,149.699222,-36.737758
2550,TOOTHDALE,NSW,149.699222,-36.737758
2550,TOWAMBA,NSW,149.699222,-36.737758
2550,VERONA,NSW,149.699222,-36.737758
2550,WALLAGOOT,NSW,149.699222,-36.737758
2550,WANDELLA,NSW,149.699222,-36.737758
2550,WAPENGO,NSW,149.699222,-36.737758
2550,WOG WOG,NSW,149.4516547,-37.0890854
2550,WOLUMLA,NSW,149.699222,-36.737758
2550,WYNDHAM,NSW,149.699222,-36.737758
2550,YAMBULLA,NSW,149.699222,-36.737758
2550,YANKEES CREEK,NSW,149.699222,-36.737758
2550,YOWRIE,NSW,149.699222,-36.737758
2551,BOYDTOWN,NSW,149.792364,-37.267687
2551,EDEN,NSW,149.792364,-37.267687
2551,EDROM,NSW,149.792364,-37.267687
2551,GREEN CAPE,NSW,149.792364,-37.267687
2551,KIAH,NSW,149.792364,-37.267687
2551,NADGEE,NSW,149.8601125,-37.36617581
2551,NARRABARBA,NSW,149.792364,-37.267687
2551,NULLICA,NSW,149.792364,-37.267687
2551,NUNGATTA,NSW,149.4188142,-37.20428861
2551,NUNGATTA SOUTH,NSW,149.4540223,-37.2802828
2551,TIMBILLICA,NSW,149.792364,-37.267687
2551,WONBOYN,NSW,149.792364,-37.267687
2551,WONBOYN LAKE,NSW,149.792364,-37.267687
2551,WONBOYN NORTH,NSW,149.792364,-37.267687
2555,BADGERYS CREEK,NSW,150.741351,-33.883376
2556,BRINGELLY,NSW,150.725207,-33.945707
2557,CATHERINE FIELD,NSW,150.774858,-33.993545
2557,GLEDSWOOD HILLS,NSW,150.7811469,-34.01209133
2557,GREGORY HILLS,NSW,150.774858,-33.993545
2557,ROSSMORE,NSW,150.774858,-33.993545
2558,EAGLE VALE,NSW,150.799483,-34.031602
2558,ESCHOL PARK,NSW,150.799483,-34.031602
2558,KEARNS,NSW,150.799483,-34.031602
2559,BLAIRMOUNT,NSW,150.793614,-34.051274
2559,CLAYMORE,NSW,150.793614,-34.051274
2560,AIRDS,NSW,150.768408,-34.194216
2560,AMBARVALE,NSW,150.768408,-34.194216
2560,APPIN,NSW,150.768408,-34.194216
2560,BLAIR ATHOL,NSW,150.768408,-34.194216
2560,BRADBURY,NSW,150.768408,-34.194216
2560,CAMPBELLTOWN,NSW,150.768408,-34.194216
2560,CAMPBELLTOWN NORTH,NSW,150.768408,-34.194216
2560,CATARACT,NSW,150.8248095,-34.29377285
2560,ENGLORIE PARK,NSW,150.768408,-34.194216
2560,GILEAD,NSW,150.768408,-34.194216
2560,GLEN ALPINE,NSW,150.768408,-34.194216
2560,KENTLYN,NSW,150.768408,-34.194216
2560,LEUMEAH,NSW,150.768408,-34.194216
2560,MACARTHUR SQUARE,NSW,150.768408,-34.194216
